url,type
http://www.thermansi.com/index.php?view=article&catid=2:2009-10-17-23-25-10&id=6:2009-10-17-23-42-52&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=5,malicious
stubhub.com/boxing-tickets/ward-vs-froch-12-17-2011-1851995/,non - malicious
animetake.com/anime/kuchu-buranko/,non - malicious
fandango.com/footlightserenade_v18114/plotsummary,non - malicious
http://akhbarelyom.com/news/newdetails/346147/1/%D9%85%D8%AD%D8%A7%D9%83%D9%85%D8%A9-%D8%A7%D9%84%D9%82%D8%B1%D9%86.html,non - malicious
oaklandgenealogy.com/indices/OakTrib1890QZ.html,non - malicious
moosepass.net/trailjohnson.htm,non - malicious
genforum.genealogy.com/osullivan/,non - malicious
vancouverjazz.com/inview/colman.shtml,non - malicious
en.wikipedia.org/wiki/Louis_Payette,non - malicious
pipl.com/directory/people/Stephen/Molson,non - malicious
http://szgs.ru/on-the-company/vacancies/43-2008-08-18-10-50-51.html,malicious
wiki.answers.com/Q/What_are_seven_twins_called,non - malicious
http://www.sri-lanka-reisen.eu/linkpartner.html,malicious
juggle.com/lance-gross,non - malicious
norman-wright.com/since.htm,non - malicious
youtube.com/watch?v=moTQ9mplPnc,non - malicious
encyclopedia-titanica.org/theme/religious+service/,non - malicious
skillwho.com/lists/d/d0/64402/,non - malicious
usidentify.com/l/ceccarelli,non - malicious
http://www.gallacher-sons.co.uk/index.php?option=com_content&view=article&id=57:all-chimney-work&catid=35:specialising-in&Itemid=63,malicious
mirrorfootball.co.uk/transfer-news/Liverpool-target-Lee-Cattermole-after-the-midfielder-was-devastated-to-lose-Sunderland-captaincy-to-John-O-Shea-article770040.html,non - malicious
wolverhamptonairport.co.uk/,non - malicious
http://ap.org/Content/Press-Release/2013/Televised-debate-on-jobs-to-mark-AP-Davos-coverage,non - malicious
business-standard.com/india/news/cadbury-india-integrates-kraft-brands-into-system/427259/,non - malicious
localism.com/qc/cities,non - malicious
broadcastingcable.com/article/111005-Newport_Television_s_Sandy_DiPasquale_on_the_Mend.php,non - malicious
noticebusiness.co.vu,malicious
worldfootballers.com/player.php?ID=759&Crumb=country,non - malicious
american-industry.com/goods/Silver/,non - malicious
myspace.com/charminghostess,non - malicious
spiritus-temporis.com/united-states-army/rank-structure.html,non - malicious
http://ringring.vn/rung-ron-nghich-tu-noi-dien-giet-cha-phan-xac-quang-vao-chuong-lon-116086.html,non - malicious
http://www.capp-ltd.co.uk/site-map.html,malicious
baseball-almanac.com/college/iowa_state_university_baseball_players.shtml,non - malicious
http://searchengineland.com/google-maps-hack-shows-android-mascot-relieving-itself-on-apple-logo-219754,non - malicious
utenti.multimania.it/pohogue/data/pelton-lester/,non - malicious
youtube.com/watch?v=YWNvR7M3KYE,non - malicious
easttexas.craigslist.org/grd/index100.html,non - malicious
sandiegolawguide.com/items/CA-126024944827.php,non - malicious
http://pikabu.ru/story/liberastyi_vnov_obocpalis_obman_oppozitsii_o_quotbessmertnom_polkuquot_vskryilsya_3334332,non - malicious
ntxe-news.com/artman/publish/article_72812.shtml,non - malicious
en-gb.facebook.com/tdeaton,non - malicious
http://www.sweethome.com.gr/index.html,malicious
https://www.gov.uk/government/organisations/committee-on-radioactive-waste-management,non - malicious
jordancook.com/seven-deadly-sins/music/,non - malicious
ray-mont.com/,non - malicious
facebook.com/pages/Solveig-rediger-Lizlow-Miss-M%C3%A9t%C3%A9o-Canal/160734734008015,non - malicious
blog.seattlepi.com/beerblotter/2011/10/28/quebec%e2%80%99s-iconic-mcauslan-brewing-headed-to-seattle-market/,non - malicious
sys-con.com/node/2041474,non - malicious
http://udn.com/news/story/7238/901281-%E8%B2%A1%E9%83%A8%E6%AA%A2%E8%A8%8E%E5%85%AC%E9%8A%80-%E6%94%BF%E7%AD%96%E9%9D%9E%E8%97%89%E5%8F%A3,non - malicious
bedroomdjchampion.wordpress.com/,non - malicious
http://www3.upweb.net/peradmin/htmlfile/xc0602/200712130927571105679.JPG,malicious
http://www.connexion3.gr/el/component/mailto/index.html?tmpl=component&link=9c983ea2d7dd4d9fcc832ab94257fd01448cf1ee,malicious
edmunds.com/ford/focus/2005/features-specs.html,non - malicious
http://www.shaborooz.ir/index.php?option=com_content&view=article&id=21:1390-04-09-07-50-43&catid=10:slideshow&Itemid=11,malicious
househunt.com/NJ/,non - malicious
skyfree.org/linux/embedding/h8-cross.html,non - malicious
http://www.yunnanguolv.com/Yunnan/List/List_17.html,malicious
linkedin.com/company/toon-boom-animation-inc,non - malicious
billnye.com/,non - malicious
http://kubiyot.net/index.php?view=article&catid=4:2009-09-03-09-25-53&id=40:spring&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=10,malicious
ultimate-guitar.com/reviews/compact_discs/europe/prisoners_in_paradise/index.html,non - malicious
http://www.diariodigitalgestor.es/index.php?option=com_mailto&tmpl=component&link=aHR0cDovL3d3dy5kaWFyaW9kaWdpdGFsZ2VzdG9yLmVzL2luZGV4LnBocD9vcHRpb249Y29tX2NvbnRlbnQmdmlldz1hcnRpY2xlJmlkPTc5Njpib2xldGluLWluZm9ybWF0aXZvLXRyaWJ1dGFyaW8mY2F0aWQ9MTpoaXN0b3JpY28=,malicious
http://mueblescomuneros.com/informatica/8-informatica/detail/13-actiu0001siluet.html?tmpl=component,malicious
namebase.org/main4/Richard-Fitzsimmons.html,non - malicious
thetipsbank.com/latin.htm,non - malicious
http://hotlinegsm.com/products/mobile-and-tablet/nokia-asha-302-detail,malicious
http://www.unikate-von-alexa.de/index.php?option=com_phocagallery&view=detail&catid=1:schmuck&id=269:meteorit-105&tmpl=component&Itemid=8,malicious
soundunwound.com/music/buddy-miller/poison-love/hightone-records-1997-cd/2253542,non - malicious
polcan.wikia.com/wiki/Party_Standings_in_the_Senate,non - malicious
peninsulaanglican.com/?p=1137,non - malicious
nowcasting.com/url.php?url=danielkash,non - malicious
payset-updatelegalnotificatios.com,malicious
le0pard13.com/2011/07/31/somewhere-in-time-film-review/,non - malicious
carrollsweb.com/irenesksg/marrs.html,non - malicious
http://www.bestofindianashville.com/wp-content/themes/export.php,malicious
findagrave.com/cgi-bin/fg.cgi?page=gr&GRid=7082747,non - malicious
museorigins.blogspot.com/,non - malicious
http://www.aims4claims.com/thomas-hoeberling-contact-form.html,malicious
1m1f.com/Reticuli/,non - malicious
bobzilla.com/,non - malicious
http://www.artzone-chronicles.fr/index.php?option=com_content&view=article&id=150:skyfall-de-sam-mendes&catid=39:cinema&Itemid=11,malicious
professionals.tv-series.com/,non - malicious
hockey-reference.com/draft/NHL_1992_entry.html,non - malicious
linkedin.com/pub/antony-thomas/10/106/30b,non - malicious
http://www.plasmacamcnc.com/index.php?option=com_user&task=register,malicious
loopnet.com/California/Oakland-Commercial-Real-Estate/,non - malicious
mylife.com/patriciaconvent,non - malicious
facebook.com/Disiple.of.Chist.74,non - malicious
canalarabe.com/,non - malicious
http://www.cvoaccent.nl/index.php?option=com_content&view=article&id=14&Itemid=159,malicious
http://gizmodo.com/5912627/googles-rad-synth-doodle-explained-by-moog-music-chief-engineer,non - malicious
http://torrentdn.com/bbs/s.php?bo_table=torrent_tv&wr_id=83771&k=%EA%B5%AC%EC%97%AC%EC%B9%9C%ED%81%B4%EB%9F%BD&page=1,non - malicious
http://kizombafestival.pl/index.php?view=article&catid=42:artyci&id=142:ania-zakrzewska-polska&tmpl=component&print=1&layout=default&page=&option=com_content&Itemid=71&lang=en,malicious
facebook.com/wuwuk,non - malicious
burnslev.com/our-attorneys/robin-nardone,non - malicious
http://columbiafresh.es/index.php?option=com_phocagallery&view=category&id=2:2-evaporacion-en-caliente&Itemid=18,malicious
buddytv.com/articles/the-office/the-office-adds-ray-romano-jam-39891.aspx,non - malicious
citizendia.org/List_of_social_fraternities_and_sororities,non - malicious
youtube.com/watch?v=GG0T1mnqqzg,non - malicious
tvrage.com/shows/id-2364,non - malicious
veromi.com/Karen-Leger.aspx,non - malicious
http://www.xpj5988.com/pages/novice/register.htm;jsessionid=A77C20A90C6790855CB2882AD06183ED,malicious
chicago.blockshopper.com/cities/glen_ellyn_unincorporated/streets/marston.ct,non - malicious
myclouds.tripod.com/myclouds.html,non - malicious
facebook.com/DragonboatBC,non - malicious
en.wikipedia.org/wiki/Gary_Pettis,non - malicious
video.oilers.nhl.com/videocenter/console?id=78513,non - malicious
http://tunein.com/radio/Easy-Listening-c10635888/15480783/ca-pub-1542925551861702/TuneInSearch,non - malicious
http://hempel-hosting.de/index.php?view=article&id=53:wiederrufsbelehrung&tmpl=component&print=1&layout=default&page=,malicious
dr-menschick.at,malicious
http://9779.info/%E8%B1%86%E5%AD%90%E7%B2%98%E8%B4%B4%E7%94%BB%E7%94%A8%E4%BB%80%E4%B9%88%E7%B2%98/,malicious
menupix.com/missouri/n/25799/Moberly-restaurants,non - malicious
http://getpocket.com/signup?mode=socialmode&t=1&route=http://getpocket.com/p/pocket-topics/growth+hacking,non - malicious
http://tweetyspainting.com/index.php?option=com_content&view=article&id=1175&Itemid=542,malicious
amazon.com/Maxine-Browne-Greatest-Hits-Curb/dp/B000000DFD,non - malicious
maconcountyhealth.org/RestaurantScores.aspx,non - malicious
http://www.horizonte-hospizverein.de/index.php?option=com_jevents&task=day.listevents&year=2013&month=01&day=12&Itemid=126,malicious
chapters.indigo.ca/books/Life-Balance-My-Journey-Breast-Marla-Shapiro/9780002008143-item.html,non - malicious
youtube.com/watch?v=ZVYIBIlTIQs,non - malicious
salon.com/2002/11/08/far_from_heaven/,non - malicious
http://www.austvisiontax.com.au/index.php/specialisations/building-construction,malicious
ehow.com/how_2341371_date-death-metal-fan.html,non - malicious
manta.com/ic/mtzmwrh/ca/restaurant-gallos,non - malicious
adqaction.com/,non - malicious
http://www.likepeanutbutterandjelly.com/wp-admin/maint/confirme-you-accuant-apple-en/0ddf30bb1abbbe7df8d3336c8cd1a21a/WebObjects/iTunesConnect.html,malicious
facebook.com/christopher.smalley,non - malicious
facebook.com/pages/Iraq-national-football-team/104099419627367,non - malicious
youtube.com/watch?v=b3qq02V7fVA,non - malicious
enormo.si/obcina+trebnje+prodaja+nepremicnin,non - malicious
definition-of.net/aerie,non - malicious
http://emgn.com/entertainment/sushi-art-which-looks-so-amazingly-good-i-wouldnt-be-able-to-eat-it/,non - malicious
mylife.com/c-1800620120,non - malicious
http://wandern-in-griechenland.de/fotogalerie/tinos-andros-wanderungen/tinos-469,malicious
http://www.udeworld.com/component/mailto/index.html?tmpl=component&link=92d0dc84e5189228f76f899a66664f1211d499b6,malicious
absoluteastronomy.com/topics/KWCH-TV,non - malicious
eastbayexpress.com/ebx/meet-your-new-pot-dealer-big-pharma/Content?oid=2665515,non - malicious
ncbi.nlm.nih.gov/pmc/articles/PMC149917/,non - malicious
facebook.com/group.php?gid=2231908713&v=wall,non - malicious
http://www.rathgaelgym.org/news/recreational-news,malicious
http://www.fisiopostural.com.br/Made-In-China/Made-In-China.aspx.account.sumbit-confirm.securessl5885d80a13c0db1/Made-in-China.htm,malicious
egafd.com/actresses/details.php/id/z0081,non - malicious
arenafootball.com/news/vigilantes-announce-coaching-staff-2011-season,non - malicious
citizencaine.org/films/blame-it-on-rio.shtml,non - malicious
ugofit.com,malicious
ecnext.com/seocm/us/3545601-3545700,non - malicious
search.hollywood.com/movies/Joie%20Lee,non - malicious
sexsymboldynasty.com/,non - malicious
reunion.com/keithpettis/,non - malicious
http://www.ciifen-int.org/index.php?option=com_content&view=category&layout=blog&id=96&Itemid=137&lang=es,malicious
hfboards.com/showthread.php?p=1044686,non - malicious
yjinn.com/flash/arashi.html,non - malicious
tunein.com/radio/Quebec-r100503/,non - malicious
wrestlingforum.com/general-wwe/585109-what-did-you-think-jonathan-coachman.html,non - malicious
waltdisneyfacts.com/,non - malicious
amazon.com/All-Shall-Perish/e/B00197I5UK,non - malicious
sbreport.net/raider_news/008/3582.html,non - malicious
phoenixnewtimes.com/related/to/Jane+Hull/,non - malicious
http://creche-hermonville.com/index.php?option=com_xmap&sitemap=1&Itemid=50,malicious
http://olx.co.id/i2/jasa-lowongan-kerja/cari-pekerjaan/administrasi/jasa-lowongan-kerja/cari-pekerjaan/administrasi,non - malicious
http://www.norzwebmarketing.com/search-engine-marketing/search-engine-optimization,malicious
discogs.com/Neurosis-Tribes-Of-Neurot-Locust-Star/release/1415304,non - malicious
http://slaviacapital.com/sluzby-a-produkty/investicie-pre-privatnych-partnerov,malicious
emacintl.com/,non - malicious
youtube.com/watch?v=e2K-_2AHYh0,non - malicious
sogexoman.in,malicious
cardiffbridal.com/,non - malicious
uk.ask.com/wiki/USS_Barrow_(APA-61),non - malicious
http://www.galerie-unterm-maulbeerbaum.de/index.php?option=com_content&view=article&id=64&Itemid=63,malicious
http://kenh14.vn/tv-show/gmtq-khuong-ngoc-xe-ao-khoe-6-mui-nhung-hat-tam-bay-20150502065432957.chn,non - malicious
lampunggeh.or.id,malicious
http://prafinex.ca/erreur/non-trouves.html,malicious
top-topics.thefullwiki.org/Recipients_of_the_Military_Cross,non - malicious
denverpioneers.com/ViewArticle.dbml?DB_OEM_ID=18600&ATCLID=204873512,non - malicious
carnegiehall.org/Event.aspx?id=4294977418,non - malicious
howtocookathanksgivingturkey.com/,non - malicious
http://www.neesonmurcutt.com/houses/think-brick-2007.html,malicious
glassdoor.com/Job/Canadian-National-Railway-Jobs-E4455.htm,non - malicious
http://www.sandomenicoresidence.com/index.php?option=com_content&view=article&id=28&lang=en&Itemid=,malicious
akbankwebsubesi.com,malicious
barnesandnoble.com/s/baby-einstein,non - malicious
wc.rootsweb.ancestry.com/cgi-bin/igm.cgi?op=REG&db=hagerj&id=I212628,non - malicious
suvcw.org/mollus/war/KSv1.htm,non - malicious
http://9779.info/%E4%BA%B2%E5%AD%90%E6%AF%9B%E7%BA%BF%E8%B4%B4%E7%94%BB/,malicious
frenchkissmaryse.com/,non - malicious
fr-ameli-moncompte.com,malicious
http://9779.info/%E5%B9%BF%E5%91%8A%E6%8B%9B%E8%B4%B4%E7%94%BB%E7%8E%AF%E4%BF%9D%E5%9B%BE%E7%89%87/,malicious
verfy-myaccount-secured.com,malicious
universalprint.com.co,malicious
flixster.com/actor/vanessa-lengies,non - malicious
ballotpedia.org/wiki/index.php/Ray_Pilon,non - malicious
copyright-schweizdata.ch,malicious
evri.com/organization/77th-east-middlesex-regiment-of-foot-0x386071,non - malicious
model.portal2006.com/india/models/s/shahana-goswami.php,non - malicious
viajestabascochavos.com,malicious
indybay.org/newsitems/2011/09/27/18691441.php,non - malicious
http://www.magramoto.it/component/virtuemart/category/7/accessori.html,malicious
http://www.barn.co.nz/travel-and-tourism-directories,malicious
vintagecardprices.com/card-profile/117245/1987-Topps-Gary-Pettis-278-Baseball-Card-Value-Prices.htm,non - malicious
facebook.com/pages/Lewis-Blacks-Root-of-All-Evil/109331259092930,non - malicious
bx.businessweek.com/harvard-business-school/,non - malicious
dealarmstrong.com/,non - malicious
http://diply.com/diply-news/popemobile-pizza-pickup-pontiff-pope-gets-custom-pie-pizzeria/106993,non - malicious
http://onlineigri.net/all-games/battle-field,malicious
fandango.com/georgegabbyhayes/filmography/p31223,non - malicious
evri.com/person/alexei-vladimir-filippenko-0x6e77f,non - malicious
http://www.cla-liege.be/activites/autres-activites/82-2011-09-16-12-21-47.html,malicious
cfmb.org/wp/?page_id=380,non - malicious
http://grantland.com/the-triangle/dispatch-from-fight-night-the-violence-of-canelo-alvarez-no-nachos-and-a-sportswriter-who-looks-like-william-h-macy/,non - malicious
twitter.com/videoqualia,non - malicious
jambase.com/Artists/Artist.aspx?artistID=11212,non - malicious
absoluteastronomy.com/topics/Egypt_national_football_team,non - malicious
http://golfsource.us/index.php?option=com_content&view=article&id=7&Itemid=1,malicious
http://australasiansocceracademy.com.au/soccer/index.php?option=com_content&view=article&id=150:-fofanah-scores-a-hat-rick-on-debut-for-burnley-fc&catid=1:latest-news&Itemid=66&lang=en,malicious
gujaratfurnitureassociation.com,malicious
http://www.liceoparroquialsangregoriomagno.edu.co/index.php?option=com_phocadownload&view=file&id=26&Itemid=81,malicious
chase-login-c0m.xyz,malicious
http://host66.hostmonster.com/suspended.page/disabled.cgi/cf-host.com,malicious
http://www.kertemindecityforening.dk/besog-butikkerne/56-vaffelhuset.html,malicious
http://hoaphatelectric.com/san-pham/he-thong-tich-hop-cis?page=shop.product_details&category_id=11&flypage=flypage.tpl&product_id=10,malicious
http://www.briard-stark.de/unsere-briard-welpen/18-l-wurf.html?tmpl=component&print=1&layout=default&page=,malicious
http://www.brigitte-koischwitz.de/index.php?option=com_content&view=article&id=53&Itemid=66,malicious
winbeginners.com/,non - malicious
ameon.wordpress.com/,non - malicious
http://www.brunnentalhof.com/index.php?option=com_phocagallery&view=detail&catid=3:der-garten&id=7:phocathumbl115&Itemid=91&lang=de,malicious
allmercifulsavior.com/icons/Icons-Theodore.htm,non - malicious
koymangalleries.com/artist.php,non - malicious
https://c...content-available-to-author-only...e.org/search?q=,malicious
